t,throttle,steering
1776899936.8411138,1.43,0.0
1776899945.0274012,0.0,0.0
1776899946.5700943,-1.43,0.0
1776899953.2120323,0.0,0.0
1776899965.1336675,1.43,0.0
1776899973.8794723,0.0,0.0
1776899975.6224341,-1.43,0.0
1776899982.4180532,0.0,0.0
