t,x,y,z,yaw
1776901737.1767135,-864.407072942934,2372.2149688107243,172.69454086796804,1.9450241369420138
1776901737.179361,-867.0845867875554,2372.2368255310716,170.05463393381157,1.9450309819267195
1776901737.2099736,-867.1734122688608,2372.252291722507,170.15440360258782,1.9448269789261654
1776901737.209988,-867.413660937705,2372.2708650411673,170.34882834834104,1.9434651892055588
1776901737.2136323,-867.1111483474923,2372.217599975179,170.0593272519177,1.9448356528602453
1776901737.2192955,-875.8155400464946,2394.6331906016385,220.70223428755804,-1.6523554810567036
1776901737.2300875,-875.7887425293724,2395.2337522687676,222.218671703437,-1.6404824147643349
1776901737.242138,-875.845002186379,2395.094935035824,221.96992297979043,-1.6408719024401162
1776901737.2499006,-874.944457254125,2396.426813473278,223.6315561703354,-1.6352129936555813
1776901737.2604268,-870.9743788004356,2323.437947398863,191.74712390637086,-1.5146079464924593
1776901737.310177,-871.6288436720033,2324.0122923369354,192.86213145939683,-1.5184662188562372
1776901737.3102002,-871.7995703788853,2324.0426996277674,193.03201576140077,-1.519186523088873
1776901737.3107677,-871.9433180653823,2324.0671555185395,193.01361166215125,-1.520658731032674
1776901737.3107798,-871.8269098899715,2324.1054202719365,192.9877328746126,-1.5194834220206606
1776901737.3107843,-868.2610118631658,2395.6916186387944,153.5519798320521,-0.6865160970793177
1776901737.3202124,-868.3154401358536,2395.671707929532,153.70585738063087,-0.6877613026464072
1776901737.3293288,-868.2917974772611,2395.6503908240866,153.46885877529414,-0.6869562764230691
1776901737.3407068,-867.3933064511815,2395.3862488106756,153.7066565091286,-0.6851300647692259
1776901737.3499982,-868.2980394210639,2395.6727895715185,153.59838403633145,-0.6867182919083534
1776901737.36061,-868.3339590546229,2395.587669114886,153.59747577419137,-0.687410224466191
1776901737.3701663,-868.2799403598167,2395.5724147707656,153.59602743515345,-0.6871309323962517
1776901737.3803816,-876.1402662193467,2392.0403213129985,216.19701137276363,-1.65952654470343
1776901737.4095883,-876.1762704586548,2392.1411161997326,216.29697399649243,-1.6595608517673535
1776901737.410521,-872.4635973707359,2324.0028662981777,193.19527225445563,-1.524200529443826
1776901737.4105299,-872.4240801147363,2323.9431892589873,193.0851191768444,-1.5237110378639147
1776901737.4267101,-872.4730666319311,2323.920819168081,193.11464708488043,-1.5237156146351718
1776901737.4319916,-872.3973052590054,2323.9271075821703,193.00403447236917,-1.523561698294689
1776901737.4433284,-872.5788851657447,2323.958246096506,193.21444340575698,-1.5249560154178798
1776901737.4502528,-872.5126458878348,2323.9727014523683,193.11838453834602,-1.5245049701695088
1776901737.4602308,-872.6100735722919,2323.9800965403483,193.12875440595778,-1.5252923989546092
1776901737.4763188,-874.8260416518561,2323.5292212653526,191.6180244897425,-1.5622176463628064
1776901737.4827547,-874.6359086906466,2323.5147046030897,191.51006426280833,-1.5604888663543488
1776901737.506955,-874.7433037320968,2323.5341720246142,191.62666413697156,-1.5612443043636783
1776901737.5084584,-874.7315485702437,2323.547226425945,191.5856729880203,-1.5616397679887106
1776901737.5150294,-874.5836174046548,2323.5177860467707,191.37130191725748,-1.5604483199586856
