t,throttle,steering
1776899841.4179041,1.38,0.0
1776899849.8108382,0.0,0.0
1776899851.571922,-1.38,0.0
1776899858.9600768,0.0,0.0
1776899860.9176075,1.38,0.0
1776899869.4350398,0.0,0.0
1776899871.9434056,-1.38,0.0
1776899878.527895,0.0,0.0
