t,x,y,yaw,vx,vy,v,omega
1776901904.6352277,-257.76243912086204,1607.9374469925835,1.5431540766304388,-1.5107334133653414,-0.46302710159293564,-1.5800979536307393,-0.020018292602121974
1776901904.6470416,-257.6777136152611,1608.4607906585793,1.5452853220673548,-1.328982759602295,-0.06432273107340471,-1.330538458314104,-0.015589913461827101
1776901904.656325,-257.73398229714064,1607.9658647186657,1.543201408650275,-1.1574538861152739,0.27344901121353804,1.18931655172919,-0.011643329338165557
1776901904.6661782,-257.8575854840368,1608.357312730281,1.5429610585215383,-0.9961467929042779,0.5502881252678927,1.1380357875850522,-0.008178540231137342
1776901904.6788018,-257.80261003253577,1608.3474142479167,1.5432440528262417,-0.8450614799693074,0.7661946110896594,1.1406941250794405,-0.00519554614074245
1776901904.6923983,-257.834648997477,1608.3864995346933,1.5432249201245896,-0.7041979473103619,0.9211684686788374,1.1595025212065049,-0.002694347066980891
1776901904.6994193,-257.85517426722043,1608.3646961641698,1.5429725702392278,-0.5735561949274416,1.015209698035428,1.1660263460680595,-0.0006749430098526598
1776901904.7106495,-257.7535189511317,1607.9584603026804,1.5431488246836582,-0.4531362228205466,1.04831829915943,1.1420611598266497,0.0008626660306422464
1776901904.7341113,-257.8028256552057,1607.973177524077,1.5427951896848051,-0.3429380309896768,1.0204942720508439,1.0765756138737577,0.0019184800545038244
1776901904.740055,-257.6966592507088,1608.4578755248474,1.5453719520213216,-0.24296161943483213,0.9317376167096696,0.9628942490794155,0.0024924990617320713
1776901904.745531,-257.7586608077499,1607.9349103331026,1.543273245392124,-0.15320698815604317,0.7820483331174728,0.7969140333509404,0.002584723052311444
1776901904.7484307,-257.8987181492345,1608.3258123934845,1.542978078239012,0.2740570978127579,1.3091429321493138,1.337521031482516,0.005393634409998516
1776901904.7555196,-257.7761368437229,1607.9173516695423,1.543061858738458,-0.06822267174821661,0.24036840325084086,0.2498625666678059,-0.004043900844149184
1776901904.7653608,-257.7520589127193,1608.447390087004,1.5446952206923408,0.06635747101694278,1.9494271961518734,1.9505562558040512,-0.0025615124751795504
1776901904.782809,-257.84221287743776,1608.333532971145,1.5431155900167075,-0.69503804988409,2.7413662029923103,2.8281029948881202,-0.007606741092750502
1776901904.7852972,-257.8373279505651,1608.3420096991288,1.5431746041722303,-0.9187949368620423,1.5512966225244327,1.8029712551948898,-0.011229853573695714
