t,x,y,yaw,vx,vy,v,omega
1776899695.2773666,260.5485898020144,164.13410986934966,-1.607394414752077,0.10658542556798338,-1.1894006053497277,1.194166760946647,-0.010289792994699898
1776899695.288353,260.68655067065805,164.2115686483706,-1.6082871050853411,0.020990354150558218,-1.0757591758629912,1.0759639396470442,-0.007563282445329452
1776899695.322892,260.5669264420556,164.17314568346887,-1.6070599004107504,-0.05500430599997612,-0.96255152106035,0.9641218306698238,-0.005129383227882098
1776899695.3229206,260.68599580682775,164.24935420807478,-1.608195516252881,-0.12139855488361964,-0.8497776409418043,0.8584052936535569,-0.0029880953423578357
1776899695.3253098,260.5147448181969,164.201257622808,-1.6076782816771324,-0.17819239250037228,-0.7374375355073536,0.758661088708368,-0.0011394187887566619
1776899695.3253446,260.6773947599902,164.23446733245822,-1.6081878718541518,-0.22538581885023415,-0.6255312047569983,0.6648970262104744,0.0004166464329214217
1776899695.336391,260.6609796400395,164.2047114239031,-1.6081281654543322,-0.26297883393320515,-0.5140586486907381,0.577420264097664,0.001680100322676412
1776899695.344349,260.5173788182717,164.11490635271045,-1.6072214931059814,-0.2909714377492854,-0.4030198673085733,0.4970808697096543,0.0026509428805083102
1776899695.3563364,260.6501937647666,164.1567913846377,-1.608078862445648,-0.30936363029847475,-0.2924148606105034,0.4256903880255126,0.003329174106417121
1776899695.364328,260.52809850367464,164.0531341204036,-1.6073867068610137,-0.31815541158077326,-0.1822436285965291,0.3666546141563759,0.00371479400040284
1776899695.3747122,260.6711283898052,164.12645432123216,-1.608262030507089,-0.31734678160113106,-0.07250617126880599,0.3255243841322143,0.003807802562499407
1776899695.3847313,260.5212822177694,164.0817589317533,-1.6073012869217764,-0.10031388521126416,0.6068454587180483,-0.6150807152991363,0.003585721183932522
1776899695.4089994,260.5415761772864,164.11146696932627,-1.6074527560494798,-0.30255570492677464,0.9201841585811579,-0.9686479444501243,0.0048294925714313375
1776899695.412094,260.5624711817214,164.13429239117238,-1.6074685268600422,0.37612747779924405,1.5396819853864372,-1.5849581999785174,-0.0020854386706621875
1776899695.4146416,260.54717266703767,164.1578788794673,-1.607401623965997,0.32081720780270473,1.5089118462652351,-1.54264015266746,-0.004475101561807249
1776899695.4250598,260.7155367950278,164.2477480153064,-1.608153755786503,0.6902869833159428,1.2365519789429769,-1.416176866059892,-0.0074609152780709675
1776899695.4352076,260.5278106063675,164.18530579368922,-1.607235999812494,0.4005406113478216,0.5014567098941072,-0.6417878257155627,-0.006837698558899541
1776899695.445612,260.65650784148403,164.2540386577422,-1.6081408815241367,-0.16403827194726261,-0.3442639176499114,0.3813478722362419,-0.005178230093078884
1776899695.4552262,260.52492820776126,164.1674301944335,-1.607414526322639,-0.057309022506643714,-0.9462074263794946,0.9479413577834727,-0.00627695343706991
1776899695.4652302,260.6410204753372,164.20999795120974,-1.6082566259522637,-0.8210243140600255,-1.758398853381479,1.9406306840434724,-0.0005357453422792369
1776899695.4758048,260.52603797446625,164.10594318999964,-1.60739889738544,-0.39369494493773516,-1.6378441208256476,1.6844966826303531,-0.0007131611138637695
1776899695.4897814,260.6356957979069,164.13487543142438,-1.608462907561963,-0.7049094957482112,-1.5353553930322263,1.6894417954191674,0.0030903337080935844
1776899695.5148938,260.6422420312486,164.14305248385116,-1.6083434067720002,-0.5272035807712712,-1.048616196083728,1.1736863048818271,0.0044254081915940935
1776899695.516443,260.51333720856206,164.05584438006318,-1.607609154730973,-0.286898872168166,-0.43687988963024793,0.5226614590867622,0.005990179391837602
1776899695.521676,260.51177383093915,164.06006857804428,-1.607490025298382,-0.12039646601392917,0.20835848767828935,-0.2406419922129699,0.006921508514742658
1776899695.526043,260.54534427974585,164.09151037469945,-1.6074792827415836,-0.20561283858933166,0.7392942611849236,-0.7673543145208246,0.00826165207468127
1776899695.5345974,260.54489039893923,164.12498137137777,-1.6075625452361315,-0.7001986010574228,0.7951120383190329,-1.0594721489508911,0.010123377067290606
1776899695.5457692,260.57817621610144,164.13718763191576,-1.6073137233937074,0.02186256614048432,1.0388568716175115,-1.039086893144731,0.004692359208570418
1776899695.5566566,260.5553194758971,164.17173497174122,-1.607204234836341,0.1259755897865773,0.717842479094621,-0.728812509507615,0.002059794483986521
1776899695.5652988,260.69265057034926,164.2372320229273,-1.6081777535766908,0.5553400858435538,0.3926155052641107,-0.680109951345015,-0.0028292518755511087
1776899695.580945,260.5386553930285,164.1715998826718,-1.6074653244680306,0.308606724802587,-0.28333919822476616,0.4189501304976918,-0.004353251494261801
1776899695.584677,260.54559921182164,164.15310180800384,-1.6073124147939577,0.5910528200230658,-0.6215829209827959,0.8577346697637465,-0.0072998654129201035
1776899695.5991037,260.53680181885494,164.13332879689997,-1.6073823594694152,0.026240232383059947,-1.092420075609951,1.092735178984903,-0.0044848583904066874
1776899695.6250577,260.5146624465004,164.10648323702006,-1.6074617060813627,-0.5123485411921678,-1.4032454853405838,1.4938537143209416,-0.00136031121391067
1776899695.6250792,260.521516349356,164.08894038103446,-1.6075313744714863,-0.047225285328636346,-0.9197581043841723,0.9209697053403749,-0.003063047229333371
1776899695.6264005,260.6764755898048,164.10236207422662,-1.6083316905602345,0.3628045941656808,-0.28904521814932593,0.4638688518134363,-0.004945859197838798
1776899695.6351926,260.67187799019774,164.11032936283866,-1.608304144083662,0.6175852068929544,0.3999084959249899,-0.735756952319175,-0.004807927852749083
1776899695.6446905,260.5426112246922,164.0765216290506,-1.607668137782589,0.3631686035824231,0.8156915436549852,-0.8928852832353436,-0.0009856228227310138
1776899695.6553972,260.52832412815246,164.08645086737673,-1.6074640800476736,0.2185380685594538,1.258976080978691,-1.2778026686019088,0.00026735666570465444
1776899695.7024517,260.53641437376,164.125116585171,-1.6074991056930394,0.38497907825122013,1.4613042145933832,-1.5111647488872757,-0.00023351977107011201
1776899695.7024732,260.5804433511063,164.15173026140434,-1.6073346600670693,-0.1865890513433328,1.091002290177208,-1.106843020149252,0.0009910372812598767
1776899695.7271898,260.5522357946281,164.17823100715393,-1.6077624340058851,0.129107110814914,0.8243800963853118,-0.8344286604493104,-0.0009969214823828398
1776899695.7272036,260.68673410491664,164.23938868331948,-1.608345232236008,0.2252132351558629,0.34406146421692085,-0.41121684358554855,-0.0032953234418259814
1776899695.7272074,260.6843001774225,164.2360811651942,-1.6084045905768125,0.3117057114904753,-0.2578336310876992,0.4045227211117457,-0.0048008864602674395
1776899695.730979,260.5356634281964,164.14855508619786,-1.6076149242030648,0.5237681698428673,-0.7377645700220157,0.904781551823597,-0.005769629187679093
1776899695.7310193,260.52589828861665,164.13270513146517,-1.6072572227939663,0.7748191362008754,-0.9931383100805604,1.259630261931152,-0.006613097717339034
1776899695.7349384,260.5021267124549,164.09508522464407,-1.607405178765199,0.10289347586086706,-1.3087825237511694,1.3128209176621202,-0.0019445934153595745
1776899695.7444034,260.650990557452,164.1294436856519,-1.6082982399754386,-0.18224976677448979,-1.161496906937593,1.1757083151508931,0.0007856630825875399
1776899695.755679,260.64916022058406,164.1042859398893,-1.608290109023793,-0.19437398583067989,-0.6895734613883633,0.7164445582310147,0.003500662900611906
1776899695.7648065,260.6313395327936,164.1036705663821,-1.6085235595448324,-0.45090864035822165,-0.2002939168385467,0.4933925973018107,0.007915861677406988
1776899695.7788255,260.6722851024728,164.12475637916504,-1.608103484789165,-0.11319689810648015,0.5621610485701396,-0.5734444892667534,0.006399306774098834
1776899695.789649,260.5488748871029,164.09111607954918,-1.6076121597379316,-0.2922174915118063,0.9704719798807275,-1.0135121736215467,0.00618707151075476
1776899695.8166914,260.5634608235319,164.11487941941172,-1.6074376822499354,0.3429028483590031,1.3119792617666093,-1.3560501269194936,0.002800576397234633
1776899695.8215332,260.5580742710965,164.15160649179813,-1.607431462335986,0.1818496682913775,1.0671471161131407,-1.0825304934671711,0.0026068147441458134
1776899695.822533,260.5560351838759,164.166855243304,-1.6074517501181405,-0.33165252170454096,0.42804574309496246,-0.5414947398956887,0.003973673576398273
1776899695.8244386,260.5784826824384,164.16732029997956,-1.6074714822749847,-0.45588742133850246,-0.18753414452791617,0.49295273231668635,0.0038834815941103384
1776899695.8373692,260.6930952746801,164.23430171647288,-1.6081089501665304,-0.40637852334155866,-0.7304706612324594,0.8359012448576998,0.0016767952186724222
1776899695.8445296,260.54812654373,164.15636904609215,-1.6072383103493084,-0.027172665729750634,-0.9501403540635565,0.95052882448818,-0.0030023967788436745
1776899695.8552816,260.5418411913474,164.12767575606617,-1.6074462897230068,0.018225886395271118,-1.3091210999588654,1.3092479663121126,-0.002795923481738738
1776899695.8651593,260.6544577059971,164.15335028171285,-1.6084647966358188,-0.082624668423108,-1.2933721242279148,1.296008598567871,-0.0022400521460839706
1776899695.8754826,260.54202052039113,164.05284065695568,-1.6073286478553774,-0.24071873182499814,-1.0257456569607513,1.0536126710633649,0.00035691081952782255
1776899695.8851929,260.6711144461147,164.0924557900432,-1.608264052997804,-1.0041955281263455,-0.8656029559787086,1.3257741648214556,0.005517674581415055
1776899695.8951528,260.5247780257783,164.049620699563,-1.6074715080840658,-0.6688599239719792,-0.13083671295402155,0.6815363844670472,0.005643527249907632
1776899695.907652,260.544206763116,164.06673747921587,-1.6074981128542098,-0.5004065795590975,0.6006978627253048,-0.7818213780325942,0.005249320216690501
1776899695.9215572,260.5421160831616,164.0863150046021,-1.6073058159399274,-0.29677586184210725,1.0874528780256014,-1.127222105043318,0.004683979431537921
1776899695.9443913,260.55455448916894,164.1322973646024,-1.6074265533076262,-0.01868931974988186,1.3040227888934481,-1.3041567101488072,0.003654101527844511
1776899695.9458396,260.5584429229457,164.14795461308805,-1.6075235682563729,-0.20624093162962254,1.1654070724478416,-1.1835155116815763,0.0033740878897241533
1776899695.9458666,260.5725143947146,164.13941549918027,-1.6071046680070449,-0.29586498527383753,0.7392608912027256,-0.7962680169220263,0.0019069170492511667
1776899695.9546783,260.5418560637805,164.1902199134335,-1.607518139661969,-0.3896265578209608,0.11481903944402916,-0.406192400689944,0.00031137259243474436
1776899695.9698093,260.55036569114714,164.17051473678376,-1.607447634991097,0.30478830257833067,-0.24700853982741222,0.3923125388465813,-0.00548666685393856
1776899695.9755197,260.56015166501726,164.14603463815598,-1.6073078138844408,0.5029915932198037,-0.8323354790048754,0.9725136978264479,-0.004704122282854661
1776899695.9867537,260.67505656759823,164.18869888695596,-1.6081636949591716,0.8891942515728744,-0.9625128122073647,1.3103806052798455,-0.0069492843517869884
1776899695.9960234,260.5175104128835,164.09830240628332,-1.607400894756541,0.5722332784689144,-1.0416451128843391,1.1884761109013129,-0.00418964702822755
1776899696.0304303,260.5336541336073,164.06393406868426,-1.607413087841268,0.6139318070174227,-0.7357554274981979,0.9582527395007717,-0.0028044751226517506
1776899696.0314238,260.5310034992803,164.05289030249867,-1.6074909699114988,0.6930047724736568,-0.1961305951896648,0.7202241491651866,-0.00048620320909703585
1776899696.0314486,260.52479868769456,164.05879500347157,-1.6075544086506852,0.5974476831502216,0.34761281697569757,-0.6912151652180002,0.000813103205604071
1776899696.0358405,260.6858768606672,164.12559074653316,-1.6081723517973363,0.41291233300816543,0.8037422391045155,-0.9036028893662228,0.00246194949842099
