t,throttle,steering
1776900113.6177878,1.53,0.0
1776900118.0365694,0.0,0.0
1776900119.2506459,-1.53,0.0
1776900124.2466552,0.0,0.0
1776900125.5248384,1.53,0.0
1776900129.5021024,0.0,0.0
1776900130.43775,-1.53,0.0
1776900135.2251105,0.0,0.0
