t,throttle,steering
1776899709.8722463,1.33,0.0
1776899713.7744243,0.0,0.0
1776899720.1351676,-1.33,0.0
1776899727.1231964,0.0,0.0
1776899737.3653333,1.33,0.0
1776899746.8195426,0.0,0.0
1776899751.2157962,-1.33,0.0
1776899758.5658133,0.0,0.0
