t,x,y,z,yaw
1776900403.6355445,66.53678018115846,2151.5753905244164,162.09689930859753,-1.6630628604443647
1776900403.6456807,66.53617625613836,2151.583348226127,162.09668098319835,-1.6628872360156979
1776900403.6561651,66.4388393700662,2151.7559158982704,162.45987294169655,-1.662036187856904
1776900403.692261,66.57007024137803,2151.584725084674,162.07826991091707,-1.6631221674090848
1776900403.6932726,66.5699326941381,2151.5819661578303,162.0936387411496,-1.6631338153009925
1776900403.6933346,66.58252439407627,2151.587406106125,162.0867229759477,-1.6630861014120621
1776900403.703857,66.56739225084645,2151.6049126176204,162.09710724827505,-1.6629729132812567
1776900403.736283,66.55300002505587,2151.5904012533438,162.0789537099543,-1.662965409294479
1776900403.7367845,66.53286537744347,2151.600057840089,162.08898021066517,-1.6631104527932634
1776900403.736791,66.37339928439788,2151.591971201955,162.33230273273892,-1.6650710243276252
1776900403.739459,66.52485141674187,2151.592905315068,162.07631674264678,-1.6631099949572876
1776900403.7466335,66.53191377842545,2151.5788055279713,162.08495603004812,-1.6632601003382597
1776900403.7563,66.3957555494568,2151.577277952577,162.30711901716063,-1.6647511310517356
1776900403.7693138,66.53966969628478,2151.5777662065807,162.08649501910395,-1.6630782512528446
1776900403.7766588,66.554284201598,2151.576150938961,162.0942306104473,-1.663147123616579
1776900403.7863958,66.56854797311519,2151.5718862955755,162.08275176276123,-1.6630334832257216
1776900403.8284152,66.57588934137091,2151.5688909630335,162.07322617834032,-1.662944490865975
1776900403.8284829,66.58223971193185,2151.577182717863,162.06654125542897,-1.6631487117648907
1776900403.8284953,66.56267215288293,2151.589015584081,162.0961318452458,-1.6630324051436518
1776900403.8296356,66.56725546929026,2151.5914530169644,162.09515041655015,-1.6630298522177014
1776900403.8368614,66.56801148092295,2151.5953581318286,162.0910649286531,-1.6630447270381699
1776900403.845889,66.5484236339696,2151.5834778029116,162.09022201867845,-1.663082113231388
1776900403.889103,66.3866788569596,2151.5805364769335,162.31231539768007,-1.6650119378556136
1776900403.8899927,66.53802609851942,2151.578006849647,162.07752278710507,-1.6632406454311695
1776900403.8900838,66.52247775807065,2151.58596237559,162.07012129865092,-1.663182281592877
1776900403.8901184,66.53373646519967,2151.5604573301607,162.0626304919696,-1.6632429698862636
1776900403.968552,66.53131186251998,2151.573040492466,162.06956726622107,-1.6631729191333071
1776900404.2255592,66.56935819239033,2151.5794227704955,162.07230911080154,-1.6631642234991912
1776900404.5591319,66.56971793971944,2151.569103388043,162.070886020725,-1.6630370544214899
1776900404.5592046,66.58767341041822,2151.5843460146434,162.08238732919006,-1.6630142872468554
1776900404.5592086,66.58823248029593,2151.6011809029237,162.0684357422391,-1.6630588703368236
1776900404.559212,66.57754035755677,2151.598733556262,162.07120128320258,-1.662973790664623
1776900404.5592186,66.5667292420921,2151.6002311904786,162.0794948018078,-1.6630368748971125
1776900404.5593262,66.56124354880494,2151.6082976280863,162.08088981653503,-1.6631264279270306
1776900404.559381,66.54756144094388,2151.6074531139225,162.07773900900918,-1.6631824198396208
1776900404.5594046,66.40157937272609,2151.5908841520054,162.29810752057918,-1.6649361935069789
1776900404.5594797,66.5378584967839,2151.583234172476,162.07273974352745,-1.6631180906527048
1776900404.5595646,66.38367462436855,2151.5806571875137,162.30164075842796,-1.6647642557998141
1776900404.5596085,66.55045023875797,2151.5749746856486,162.0716082928662,-1.663220793639959
1776900404.559659,66.55242872493858,2151.577583521174,162.08150659351696,-1.6631219836306135
1776900404.559679,66.53642263641576,2151.5759247986502,162.07877570224267,-1.66308893927203
1776900404.5597196,66.57447163131589,2151.5865860194695,162.0885185783065,-1.6630254015633488
1776900404.5597491,66.56519464577391,2151.57922426252,162.07389580320245,-1.663008708430945
1776900404.559804,66.46939590383428,2151.7341170106833,162.45722322875568,-1.661915592785688
1776900404.559891,66.46248777400558,2151.7436595637655,162.4570130202643,-1.6618401147825603
1776900404.5599086,66.5763734556771,2151.6062534875664,162.09524423709365,-1.663120951222856
1776900404.559928,66.54585777807854,2151.595403127186,162.08829343973292,-1.6630769552284281
1776900404.5599332,66.50972135013892,2151.8508485048005,162.51563529695667,-1.6606265435032481
1776900404.5599606,66.40871688004194,2151.730182198661,162.45553329517315,-1.662175726216726
1776900404.559987,66.38072453567575,2151.5720993308064,162.30902927788105,-1.665025749595267
1776900404.5600345,66.38505318122445,2151.567809235915,162.30971022256136,-1.6649091471785502
1776900404.5600674,66.5307556490508,2151.5728229960246,162.09634566837465,-1.6631397044110012
1776900404.5600984,66.53967191652387,2151.5636125532706,162.09561873465012,-1.663270731138237
1776900404.5601683,66.55679839693454,2151.570186574637,162.0730462903241,-1.6630971119340825
1776900404.5601945,66.56244562008935,2151.5693139971195,162.08878261712078,-1.6629833266747838
1776900404.5602145,66.57008320617778,2151.5840934374437,162.08639169758212,-1.663104835631133
1776900404.5602412,66.56818025015203,2151.5907145335386,162.08637187321455,-1.6629764413387669
1776900404.5602827,66.57859833241315,2151.582893619122,162.07274589331175,-1.6630552359570598
1776900404.5603044,66.56723090086092,2151.603665738312,162.10217190801495,-1.6630491161833572
1776900404.5603507,66.55078426641548,2151.6023670956374,162.09391183265396,-1.6630553563710644
1776900404.560378,66.532672001142,2151.606009322773,162.0930578704048,-1.663242772372275
1776900404.560401,66.53429182012975,2151.588820781441,162.08155619782573,-1.6630624652074704
1776900404.5604079,66.38423304691328,2151.589414706473,162.28802110488823,-1.6649756279691927
1776900404.5604336,66.52511689588111,2151.5825214485167,162.08876984901676,-1.6630560226181494
1776900404.560454,66.37353490901462,2151.577575870961,162.3166651627852,-1.6649919919754321
1776900404.5604792,66.24933571052121,2151.7148214077465,162.67808956324433,-1.6639897660358405
1776900404.5605075,66.55380423268952,2151.565793269915,162.0810481807542,-1.663068234329079
1776900404.5605345,66.5755262615051,2151.5705426725744,162.0835755340457,-1.6630437476133904
1776900404.5605404,66.57574839499544,2151.581891845264,162.0812289257557,-1.6631219584125392
1776900404.5605657,66.57926508456777,2151.5863469897763,162.08995011843564,-1.6631746419378886
1776900404.5605884,66.58056200172732,2151.589904427456,162.0821770300127,-1.6630854600878602
1776900404.5606136,66.56814418139423,2151.608403710778,162.07634492920786,-1.6629850604608285
1776900404.560641,66.5515453368788,2151.59037129367,162.06275047469256,-1.6631272291419852
1776900404.5606806,66.53200706477477,2151.5919684115524,162.09302392314902,-1.6632096936067162
1776900404.5606878,66.39510704659752,2151.586670932679,162.30507913572077,-1.6650824434199876
1776900404.5606928,66.38196153982693,2151.5909229543768,162.29705914963182,-1.6649191953934082
1776900404.5606978,66.38851940857298,2151.5850790682457,162.30790535811806,-1.6650287673449915
1776900404.5607073,66.5324721314322,2151.568316511933,162.08111416316257,-1.6630734843798116
1776900404.5607133,66.54441203292454,2151.584826321749,162.09144951401757,-1.6629957150618948
1776900404.560723,66.5481500171309,2151.581471411024,162.0969507105816,-1.6631280294923907
1776900404.5607316,66.55881894433436,2151.581852746134,162.07957878197357,-1.6630023414510318
1776900404.5607436,66.59328069690291,2151.570276875914,162.07474368565647,-1.6630050948990873
1776900404.5607514,66.45855664046351,2151.7398176329484,162.44926521252788,-1.661912667704007
1776900404.5607564,66.57791354298953,2151.597211639942,162.0762326079501,-1.6630283772855818
1776900404.5607612,66.42463714381029,2151.5955714629886,162.30738019314379,-1.6646955525008653
1776900404.560769,66.43998907505545,2151.7461502376777,162.465388527014,-1.6619726956885774
1776900404.560774,66.53819785834428,2151.583385224678,162.0712468403542,-1.6630321233345142
1776900404.5607815,66.39438181108227,2151.5812186777894,162.31216956620062,-1.66477648058068
1776900404.5607986,66.5172071065041,2151.579084624315,162.0782500478426,-1.6632825906404691
1776900404.560804,66.52480529890303,2151.5742840905095,162.0796981845041,-1.6632156575209087
1776900404.560809,66.52762752673544,2151.5756008147328,162.08708725207606,-1.6632361158497764
1776900404.5608191,66.54701617270429,2151.565185088921,162.0695520959412,-1.66319826388439
1776900404.560828,66.55673666725545,2151.5708899338633,162.0726016409465,-1.6631304284303379
1776900404.567716,66.56608194483606,2151.571619524534,162.08771784548094,-1.663183716582275
1776900404.5827305,66.57233054154378,2151.5877297228203,162.07592419883505,-1.6631712658073181
1776900404.591831,66.56085983272541,2151.5878091098134,162.08531127661306,-1.6630882265904545
1776900404.5973732,66.56431628961192,2151.598321469793,162.07590639405885,-1.6632265221772806
1776900404.6067898,66.55639125832874,2151.6031523570673,162.06768350141843,-1.663065851445535
1776900404.620084,66.41167732569711,2151.597152716615,162.31496580945566,-1.6648208150626145
1776900404.6430147,66.56092029973553,2151.5898230051935,162.06426867455195,-1.6630444317754265
1776900404.644934,66.52798964356444,2151.581319352265,162.08140429569772,-1.663151090571545
1776900404.6471927,66.52346761940456,2151.583699047791,162.0871392797294,-1.6631761430116643
1776900404.6561475,66.53990192066378,2151.5734003472085,162.08385792779984,-1.6632087635815551
1776900404.6977437,66.52832977410635,2151.570281966431,162.0720095719024,-1.6632025941882245
1776900404.6977704,66.55008664381126,2151.566364351984,162.0749097090265,-1.6631749808088432
1776900404.708898,66.44023511414856,2151.7224753933133,162.44614423654977,-1.6619144167800768
1776900404.7147465,66.57572312754066,2151.58531661808,162.0517981641594,-1.663148261465626
1776900404.7147837,66.58407724081087,2151.576295037058,162.07683402749822,-1.6629622129224761
1776900404.7490728,66.5775938700751,2151.5895947007384,162.09417966355187,-1.6630158116599132
1776900404.7491055,66.5684882168252,2151.589846116401,162.0644488833904,-1.6630828504388964
1776900404.7508116,66.45507406251203,2151.7494477063174,162.44788586798683,-1.661856134929149
1776900404.7508342,66.54976515610933,2151.5801629722346,162.0538510972652,-1.6631402799161177
1776900404.760922,66.53640479369375,2151.5933440977105,162.06942451391706,-1.6631581663785298
1776900404.7687428,66.5387756236615,2151.578634770688,162.08088121014336,-1.66310899325736
1776900404.804049,66.38105944574515,2151.585687853666,162.31009442552914,-1.664912267408322
1776900404.8065848,66.52326421036928,2151.567537805954,162.0683771726963,-1.6631486512460731
1776900404.8065975,66.54762209682126,2151.5775462955,162.06737786228666,-1.663058671621842
1776900404.8073626,66.54200961023469,2151.564162822115,162.0684497493753,-1.663224999874732
1776900404.8164814,66.55073209770222,2151.572369990622,162.08206683729057,-1.6629873223951341
1776900404.8574398,66.56946656062122,2151.576639290315,162.0823075730846,-1.6628974147942421
1776900404.859559,66.57300634236623,2151.5845194131143,162.06397785443775,-1.6631768594864955
1776900404.8595817,66.59531332348094,2151.5814400612053,162.06401548475142,-1.6630824980333867
1776900404.859591,66.46791330420224,2151.7457152978304,162.43344158085398,-1.6618869869501873
1776900404.8689733,66.55179107549846,2151.5960797783573,162.0656397613323,-1.6631374925848708
1776900404.877306,66.55988427451858,2151.600199200727,162.08133223096712,-1.6631197607282628
1776900404.8869767,66.38331764790478,2151.5964029426304,162.30497665836438,-1.6649525099355131
1776900404.896937,66.38688302772698,2151.579846259419,162.28130003503978,-1.6650116584026182
1776900404.9063013,66.40270775722914,2151.7250657327872,162.43324650404617,-1.6619835810224062
1776900404.9174669,66.40158440521247,2151.559730119339,162.30053909711435,-1.6650088573260733
1776900404.9453628,66.5219660559678,2151.565417939334,162.0646417804217,-1.6632658670235658
1776900404.9607704,66.54260189699123,2151.5607116382903,162.08088628180087,-1.663281101708879
1776900404.960798,66.56249509404437,2151.5758315401054,162.05745665145923,-1.663109322181251
1776900404.9617999,66.56058741477129,2151.5697600299713,162.06962748441316,-1.6631446846095541
1776900404.9679973,66.58425342545831,2151.5715755581896,162.0713227372927,-1.6630994757075015
1776900404.9767709,66.58922198478434,2151.5779080052334,162.05032127974573,-1.663070868697244
1776900404.9868321,66.57786107151453,2151.5889582271802,162.06857563566547,-1.6630575730298014
1776900404.9984026,66.5689328094618,2151.59099477023,162.0773674634694,-1.6631605642654688
1776900405.0063722,66.54672769745625,2151.5960118412786,162.1017111114533,-1.663001635233514
1776900405.0169983,66.53763225157563,2151.5818802640874,162.06192547861403,-1.6632200876315881
1776900405.0327926,66.53569753089587,2151.586073937348,162.0665781448487,-1.663140058510641
1776900405.0425737,66.53303581172219,2151.5652107011674,162.08827959277897,-1.6631743576018085
1776900405.054599,66.52604890224671,2151.558821843796,162.0724378031331,-1.663038701530093
1776900405.0563374,66.53152593229612,2151.565479132118,162.0686253918029,-1.6633015533983433
1776900405.067589,66.54650852397285,2151.5616406484523,162.0945644769465,-1.663180194025067
1776900405.0760822,66.55313632661797,2151.5669612381735,162.07343717338577,-1.663262562829862
1776900405.0866234,66.58352675271593,2151.57641027195,162.0755926564814,-1.6630004155396738
1776900405.0974193,66.58131130033125,2151.577619926476,162.08570011723137,-1.6631455604952228
1776900405.108233,66.5817419495565,2151.5742685671753,162.066181562161,-1.6631598767548803
1776900405.1170566,66.57299431771543,2151.5909099257046,162.09109609303093,-1.6630110495107926
1776900405.1274598,66.55862890713922,2151.5849494791223,162.07653255218534,-1.6631388671593808
1776900405.148788,66.5579122640101,2151.5944627955873,162.07616027806696,-1.6631963910443657
1776900405.157205,66.54697119380596,2151.5827831149586,162.07770987499808,-1.663226179975791
1776900405.1592116,66.52774745214688,2151.579533563734,162.06368486462722,-1.6632374012829039
1776900405.167206,66.53844652607943,2151.5655987578166,162.0684924153934,-1.6630744540884257
1776900405.1776838,66.39027176136459,2151.572498815168,162.29581809768848,-1.6649336812843847
1776900405.1864874,66.55452232636699,2151.574496873071,162.0833520160772,-1.6630107302473516
1776900405.2007947,66.55311401858135,2151.5574462622285,162.07166965523186,-1.6630759912769524
1776900405.2066867,66.56901073228808,2151.5598364991397,162.0702203755862,-1.6630553092007876
1776900405.2164364,66.44568476801909,2151.7190667603754,162.45037583490594,-1.661864010105624
1776900405.2337196,66.58777275118861,2151.583753568215,162.07536617930776,-1.6630237142162105
1776900405.2416224,66.5742921396259,2151.5807555341316,162.0649971547088,-1.6630082623594802
1776900405.259662,66.5800871546607,2151.588372938909,162.06971759881634,-1.6631176184295153
1776900405.2604682,66.57545074838355,2151.595766588374,162.08867405995034,-1.6630581501368036
1776900405.2667894,66.55042046232464,2151.579716655713,162.08671934087153,-1.6631877801820039
1776900405.2770708,66.5566225935701,2151.5970729461937,162.0631331518087,-1.6630146913291202
1776900405.286334,66.53179870827817,2151.5753011145994,162.0910352950906,-1.6630712339210507
1776900405.2964005,66.38795249453702,2151.5754338543734,162.27877587021644,-1.6648217295520122
1776900405.323157,66.54659321151036,2151.57408599786,162.08767651268826,-1.6631402621770428
1776900405.3234067,66.53972732905902,2151.5716891452576,162.07177971445103,-1.6630370059944406
1776900405.3295107,66.56241136964559,2151.566638194482,162.0697369158527,-1.6632218026284047
1776900405.3761806,66.55879088961103,2151.581908180842,162.08191166222983,-1.6630531879945036
1776900405.379342,66.55126526478526,2151.5604217564587,162.07101649965634,-1.662947160892687
1776900405.3823056,66.5890022914566,2151.565388099647,162.06997199628805,-1.6630386300035442
1776900405.3823113,66.57964088546586,2151.5748399980766,162.07270093617197,-1.6630246864813867
1776900405.38288,66.59723299578783,2151.576122650616,162.08073214862722,-1.6629324083110233
1776900405.3932405,66.55502249561513,2151.590557988057,162.09334786023842,-1.6631602470624256
1776900405.4099724,66.55757646004567,2151.5909219570804,162.07121128982945,-1.663195068223243
1776900405.4100764,66.39881368415372,2151.589127423587,162.2972233182356,-1.6648156400123155
1776900405.4181194,66.52655576968448,2151.576339747193,162.0910754578621,-1.6632359908041912
1776900405.5462637,66.39862048132206,2151.5731963053586,162.29220360355734,-1.6648556076544982
