t,throttle,steering
1776900241.7011387,1.63,0.0
1776900245.82249,0.0,0.0
1776900246.7083738,-1.63,0.0
1776900251.3346899,0.0,0.0
1776900252.1325464,1.63,0.0
1776900256.1208217,0.0,0.0
1776900257.1302705,-1.63,0.0
1776900262.0273752,0.0,0.0
