t,throttle,steering
1776900036.7994978,1.48,0.0
1776900045.3820012,0.0,0.0
1776900047.1120808,-1.48,0.0
1776900053.3633208,0.0,0.0
1776900054.7693522,1.48,0.0
1776900062.411717,0.0,0.0
1776900063.525042,-1.48,0.0
1776900069.8119404,0.0,0.0
