t,x,y,z,yaw
1776901904.6352277,-257.76243912086204,1607.9374469925835,182.04110165238984,1.5431540766304388
1776901904.6470416,-257.6777136152611,1608.4607906585793,182.7407893652675,1.5452853220673548
1776901904.6563253,-257.73398229714064,1607.9658647186657,182.06137277286933,1.543201408650275
1776901904.6661782,-257.8575854840368,1608.3573127302807,182.91236972238963,1.5429610585215385
1776901904.6788018,-257.80261003253577,1608.3474142479167,182.95019358163952,1.5432440528262417
1776901904.6923983,-257.834648997477,1608.3864995346933,182.89865072646484,1.5432249201245896
1776901904.6994193,-257.85517426722043,1608.3646961641698,182.88081747421666,1.5429725702392278
1776901904.7106497,-257.7535189511317,1607.9584603026804,182.06259466570896,1.5431488246836582
1776901904.7341113,-257.8028256552057,1607.973177524077,182.07752409320267,1.5427951896848053
1776901904.740055,-257.69665925070876,1608.4578755248474,182.72029240317562,1.5453719520213216
1776901904.745531,-257.7586608077499,1607.9349103331026,182.09252060986267,1.543273245392124
1776901904.7484307,-257.8987181492345,1608.3258123934843,182.8862541655532,1.5429780782390121
1776901904.7555196,-257.7761368437229,1607.9173516695425,182.03170949543164,1.543061858738458
1776901904.7653608,-257.75205891271935,1608.4473900870041,182.78669962724024,1.5446952206923408
1776901904.782809,-257.84221287743776,1608.333532971145,182.9091917733253,1.5431155900167075
1776901904.7852972,-257.8373279505651,1608.3420096991288,182.86737393519283,1.5431746041722303
1776901904.7953405,-257.84994783954545,1608.378655040209,182.8719326369131,1.5429619920649702
1776901904.8087928,-257.82424094828355,1608.3671530466208,182.86076401608972,1.5431948100500616
1776901904.8313918,-257.75068152002086,1607.9731184479738,182.04229955113846,1.5429994778688827
1776901904.8316739,-257.8520565812199,1608.3540109252513,182.84536855772959,1.5431370034900627
1776901904.8352056,-257.7558969911316,1607.9914695119874,182.1098547586982,1.5431200431062215
1776901904.8483558,-257.8855864281464,1608.3684290275046,182.88652466105867,1.5428638020197343
1776901904.856419,-257.8535743047622,1608.3662924512537,182.87691924700843,1.5432963906658108
1776901904.8650208,-258.07381121885845,1608.1893895773148,182.21897720769073,1.5415006868763685
1776901904.8828607,-257.76691151492037,1607.9651866394079,182.0744602098171,1.543196157073936
1776901904.8852553,-257.89760990668356,1608.341583230438,182.8694477549233,1.5430520308820708
1776901904.8995743,-258.281734148276,1608.561214439146,183.2069514335744,1.5406360519388862
1776901904.9051101,-257.858376833026,1608.3600213906911,182.8976466438181,1.5430302470830555
1776901904.928471,-257.8448845235246,1608.357172943985,182.8930150155561,1.5430946999615174
1776901904.9323912,-257.6330440155341,1608.4720935803289,182.71396032136616,1.5455464292346939
1776901904.9351552,-257.82460303541717,1608.362051128267,182.8439862416509,1.543008193453549
1776901904.9478524,-257.82570166202083,1608.3717780693032,182.869437369503,1.5431885059096508
1776901904.9571917,-257.83751298453075,1608.3787383308093,182.87860629189146,1.5433454395788422
1776901904.9668274,-257.81106863935315,1607.9561278639956,182.08523691623952,1.54284484985809
1776901904.9820573,-257.74369982083675,1607.9807972541587,182.0506443575443,1.5432238432860867
1776901904.9880834,-257.858996389273,1608.3438360534494,182.87103315713554,1.5433175792720237
1776901904.9962602,-257.7629732426599,1607.943164517675,182.08049675281782,1.5432278368695556
1776901905.0067914,-257.91241149391305,1608.2302351394892,182.09781064659384,1.5434392791912883
1776901905.018135,-257.7686797578827,1607.9205958088264,182.06600884223707,1.5431635500721061
1776901905.0381057,-257.73264753521624,1608.43911426208,182.7754676354003,1.5448350703267204
1776901905.0390513,-257.8341140123889,1608.331121063025,182.91244871887056,1.5430508138203791
1776901905.0456636,-257.8020538025401,1608.3568366663492,182.88484923295297,1.543293166038334
