t,throttle,steering
1776900409.8670847,1.78,0.0
1776900411.7447762,0.0,0.0
1776900413.1263216,-1.78,0.0
1776900416.3235626,0.0,0.0
1776900417.2364016,1.78,0.0
1776900419.0293503,0.0,0.0
1776900420.367177,-1.78,0.0
1776900420.8561456,-1.78,0.0
1776900421.245626,0.0,0.0
1776900421.49138,-1.78,0.0
1776900424.1334836,0.0,0.0
