t,throttle,steering
1776900172.0970702,1.58,0.0
1776900176.8314457,0.0,0.0
1776900177.7975454,-1.58,0.0
1776900182.7188,0.0,0.0
1776900183.5982416,1.58,0.0
1776900187.925117,0.0,0.0
1776900188.8687918,-1.58,0.0
1776900193.7455044,0.0,0.0
